StudentID,Age,Gender,Year,StudyHours,AssignmentsAvg,HomeworkCompletionRate,AttendanceRate,ParticipationScore,MidtermScore,ProjectScore,FinalExamScore,SES,ParentalEducationLevel,StudyGroupHours,LibraryUsage,ExtraCreditScore,FinalGrade,Passed
215,19,1,3,14.38,41.08,36.17,62.98,2.38,41.39,40.86,40.16,4.43,2,3.33,5.38,3.68,44.72,0
216,25,0,4,13.87,32.49,29.72,55.17,1.11,43.1,37.79,40.61,4.32,2,3.03,3.94,3.27,36.66,0
217,25,1,2,16.38,45.03,50.31,79.5,5.64,46.39,47.74,43.59,7.33,4,5.5,10.93,5.27,52.8,0
218,25,1,5,20.2,57.73,59.27,74.69,4.52,57.47,56.67,58.63,3.89,2,5.2,10.45,5.22,58.16,0
219,24,0,1,26.45,76.22,76.63,81.52,5.82,76.59,76.75,75.67,5.65,3,7.15,14.36,7.34,75.48,1
220,25,1,3,16.5,45.3,45.11,75.44,4.88,45.48,44.62,45.54,4.68,3,4.58,9.44,4.21,53.0,0
221,23,1,5,13.95,36.82,37.23,68.0,3.45,37.88,38.21,38.75,4.68,2,3.47,7.29,3.48,35.86,0
222,18,0,2,14.16,37.36,37.52,67.54,3.54,37.77,37.31,38.64,4.96,2,3.59,7.68,3.66,37.33,0
223,25,0,4,15.81,43.75,48.96,81.21,5.98,41.82,42.92,44.55,2.22,1,4.64,9.9,4.06,41.52,0
224,19,1,3,20.72,58.14,64.03,82.25,6.33,60.79,58.84,58.95,2.9,2,5.88,12.69,5.54,53.73,0
225,24,0,5,14.39,34.81,40.64,68.37,3.67,41.44,38.83,41.85,3.11,2,3.49,6.62,3.62,37.81,0
226,22,0,3,13.06,35.41,31.4,64.51,3.21,37.53,37.01,38.33,6.74,3,3.84,7.02,3.58,37.38,0
227,23,0,2,20.96,61.65,64.53,86.32,6.9,57.12,59.39,59.87,6.22,3,6.51,14.01,6.22,64.19,1
228,24,0,2,11.51,31.29,31.16,67.27,3.63,34.02,31.99,31.26,5.4,3,3.32,6.43,2.86,37.16,0
229,22,0,2,11.46,34.49,36.16,73.14,5.0,30.6,30.28,32.01,4.54,2,3.95,8.48,3.4,33.44,0
230,18,1,5,14.39,45.37,48.35,77.22,5.58,42.68,45.46,42.43,5.44,3,4.89,9.67,3.93,41.4,0
231,19,1,2,15.28,43.89,47.84,78.15,5.5,40.66,44.1,41.66,3.85,2,4.51,10.39,4.14,38.78,0
232,23,1,5,18.62,52.86,55.26,79.57,5.67,53.38,53.36,53.54,5.09,2,5.75,11.44,5.2,54.33,0
233,23,1,3,17.47,43.45,46.44,69.19,3.53,46.69,49.11,50.87,6.26,3,4.62,8.78,4.54,42.07,0
234,24,1,3,14.66,43.55,44.09,70.7,3.94,45.02,42.84,44.21,6.38,3,4.54,8.64,4.22,40.86,0
235,23,1,2,12.45,31.26,28.08,60.13,2.37,35.05,35.33,34.18,2.54,1,2.66,4.43,2.88,29.17,0
236,17,1,3,17.92,51.38,49.98,69.68,3.58,53.17,53.76,54.22,7.42,4,4.85,9.24,5.06,53.38,0
237,20,1,3,8.35,25.54,33.95,78.08,5.8,20.93,26.29,27.15,4.79,2,3.88,8.64,2.82,26.45,0
238,20,0,4,16.37,41.66,42.41,70.05,3.77,46.38,43.62,43.23,5.33,3,4.31,8.18,4.26,39.7,0
239,20,1,2,16.81,47.86,51.75,81.58,6.04,47.97,47.0,45.94,5.16,3,5.23,11.0,4.79,47.05,0
240,19,0,3,16.76,43.98,45.52,72.44,4.07,46.78,48.58,49.46,4.98,2,4.45,9.22,4.6,60.26,1
241,21,1,1,15.72,44.49,39.04,62.31,2.27,48.62,46.03,46.94,3.24,2,3.51,6.14,3.8,39.75,0
242,23,1,2,19.42,55.3,56.89,77.72,5.2,55.87,52.0,55.93,5.27,3,5.29,11.34,5.12,56.0,0
243,25,1,3,15.88,46.28,47.01,76.37,4.87,46.21,47.11,48.31,4.55,2,4.48,9.97,4.35,48.95,0
244,21,1,3,12.62,34.75,39.03,71.36,4.34,35.97,37.4,37.11,3.58,2,3.37,7.72,3.4,31.11,0
245,24,0,2,16.87,46.13,44.26,66.1,2.63,49.61,49.5,51.28,6.03,3,4.13,7.96,4.45,49.05,0
246,17,1,5,19.03,51.42,53.61,77.63,5.16,49.81,53.33,53.71,6.45,3,5.58,11.01,5.28,52.98,0
247,24,0,4,23.39,66.39,71.81,83.93,6.23,64.87,64.16,65.35,3.28,2,6.38,12.73,6.05,65.72,1
248,25,1,3,11.1,26.17,29.62,,3.32,32.13,30.41,30.7,4.6,2,2.91,6.08,2.7,24.03,0
249,18,0,2,17.38,49.47,49.06,69.62,3.97,49.91,51.63,49.02,5.53,3,4.63,9.01,4.85,44.78,0
250,25,0,2,12.81,33.6,31.45,65.56,3.27,36.72,37.04,35.49,3.11,2,3.24,6.26,2.97,36.23,0
251,21,1,4,11.92,,29.1,62.65,2.35,33.2,31.26,32.25,3.39,2,2.63,4.86,2.85,19.54,0
252,18,1,5,20.49,55.44,56.13,75.04,4.48,58.76,58.7,59.66,8.47,4,5.93,11.59,5.82,59.89,0
253,25,0,3,18.65,52.48,53.94,76.52,5.23,52.4,50.56,51.79,4.07,2,5.13,10.72,4.74,48.59,0
254,24,0,4,19.18,49.99,49.17,72.22,4.44,52.4,53.13,55.09,5.38,3,5.01,9.54,4.86,55.46,0
255,23,0,3,26.53,73.71,73.41,83.77,5.86,79.72,74.72,76.44,6.99,4,7.59,14.8,7.55,70.75,1
256,25,1,3,14.2,39.78,38.19,72.4,4.69,43.07,40.28,38.74,7.07,3,4.41,9.39,3.99,29.82,0
257,23,0,3,14.16,43.33,49.13,82.79,6.77,38.1,41.44,39.74,6.08,3,4.99,12.48,4.34,39.76,0
258,17,0,4,14.62,41.51,45.24,75.92,5.16,39.03,42.2,43.07,5.99,3,4.56,10.09,3.95,39.78,0
259,20,0,1,18.4,47.7,46.16,65.16,2.76,52.97,50.02,51.1,3.95,2,3.96,6.94,4.58,51.6,0
260,17,1,2,15.99,40.95,44.43,72.85,4.77,43.25,43.67,42.33,5.47,3,4.53,9.27,4.16,41.31,0
261,23,1,2,16.21,45.02,43.28,65.37,2.99,45.44,46.21,47.7,5.29,3,4.06,8.17,4.39,42.28,0
262,23,1,1,19.38,54.95,57.32,79.45,5.7,53.17,53.68,53.8,6.56,3,5.76,12.35,5.47,43.18,0
263,17,0,2,19.75,55.03,59.53,78.9,5.8,55.46,56.38,57.11,5.31,3,5.94,11.92,5.46,63.78,1
264,19,1,2,9.32,27.29,32.34,70.4,4.41,26.2,27.31,26.3,5.11,2,3.28,6.71,2.63,15.45,0
265,20,1,3,16.77,46.45,42.4,65.57,2.96,44.17,46.5,45.56,3.68,2,3.73,6.83,3.95,41.86,0
266,23,1,1,20.32,58.94,58.86,76.73,5.32,58.79,58.88,57.7,5.77,3,5.69,11.47,5.58,53.26,0
267,22,1,3,16.46,47.49,49.41,75.53,4.76,46.67,49.17,44.89,6.35,3,4.96,10.18,4.67,43.49,0
268,25,1,2,14.92,38.87,38.36,72.75,4.42,40.04,41.38,39.56,4.36,2,4.25,8.19,3.69,39.77,0
269,22,1,4,14.61,38.32,40.74,70.58,4.09,43.51,42.42,41.77,5.18,3,4.08,8.31,3.9,37.34,0
270,25,1,1,14.53,42.01,47.54,79.14,5.96,37.74,44.32,39.58,3.79,2,4.66,10.89,4.18,49.1,0
271,23,0,2,15.42,43.16,45.63,73.55,4.28,44.75,44.1,43.93,6.92,3,4.23,9.2,4.52,45.06,0
272,17,1,3,17.1,49.98,54.33,79.9,5.81,48.37,47.0,48.76,3.15,2,4.89,11.04,4.71,54.35,0
273,24,0,2,17.79,50.53,56.02,79.11,5.79,51.01,50.44,47.57,5.49,3,5.51,11.58,5.26,56.9,0
274,18,0,4,21.05,59.15,58.11,75.16,4.68,57.2,58.84,59.56,6.9,4,5.74,11.51,5.57,58.31,0
275,25,1,5,24.68,,71.79,77.55,5.21,70.23,71.0,70.77,4.67,3,6.56,12.24,6.65,73.85,1
276,20,1,3,22.77,65.38,70.86,87.67,7.09,62.71,64.56,63.92,4.83,3,6.74,14.32,6.55,61.99,1
277,20,1,1,14.49,38.76,39.37,69.15,3.96,41.85,39.89,39.06,3.24,2,3.54,7.39,3.71,39.47,0
278,22,1,2,11.35,34.91,27.84,63.36,2.83,36.52,32.74,31.91,3.74,2,2.96,5.32,2.79,36.52,0
279,19,0,1,17.44,42.55,51.38,77.18,5.15,48.68,45.53,48.03,6.64,3,4.98,10.46,4.78,44.69,0
280,22,1,4,12.03,33.55,40.97,76.78,5.49,34.58,37.84,35.04,4.74,2,3.99,9.63,3.8,37.77,0
281,24,0,1,16.18,44.56,47.28,78.12,5.43,44.72,49.18,46.04,3.54,2,4.61,9.86,4.53,42.7,0
282,21,1,4,17.38,48.64,53.12,76.1,5.47,51.75,50.52,52.5,5.83,3,5.2,10.81,4.7,42.41,0
283,20,1,4,18.8,50.15,61.79,88.48,7.71,50.11,52.23,48.55,4.66,3,6.07,14.34,5.65,52.99,0
284,19,1,3,12.64,36.48,34.84,67.18,3.74,38.94,39.68,38.41,3.92,2,3.72,6.99,3.57,31.71,0
285,22,1,3,13.78,43.07,48.77,80.78,5.94,41.79,40.96,41.19,6.86,3,4.79,11.3,4.42,48.62,0
286,18,0,1,14.13,37.39,38.2,67.61,3.42,38.95,40.41,36.75,5.43,3,3.55,7.38,3.48,37.84,0
287,22,0,3,14.33,40.1,40.22,76.64,5.28,37.3,40.42,38.0,5.28,3,4.58,9.95,4.0,41.0,0
288,24,0,1,11.26,33.23,39.18,81.0,6.53,29.38,31.34,30.7,6.97,4,4.6,9.94,3.56,32.26,0
289,20,1,4,13.03,39.05,37.43,69.3,4.02,37.63,38.72,40.59,5.37,3,3.81,7.5,3.4,40.63,0
290,17,1,2,18.65,,54.75,80.0,6.02,51.37,51.1,51.4,7.79,4,6.08,12.55,5.27,54.9,0
291,23,0,3,14.42,40.47,37.56,66.19,3.07,42.86,41.39,43.42,3.02,1,3.53,7.22,3.67,35.28,0
292,17,0,3,12.87,35.79,41.25,72.12,4.89,38.95,38.05,39.76,6.88,3,4.23,9.3,4.13,41.24,0
293,25,1,5,13.88,37.38,39.49,72.78,4.52,40.01,43.22,41.02,4.71,2,4.12,8.93,4.13,42.16,0
294,25,1,3,21.71,67.47,76.38,92.84,8.22,60.46,64.21,62.44,5.14,3,7.03,16.01,6.59,65.8,1
295,22,1,2,15.7,41.18,46.08,77.65,5.76,38.76,42.43,41.54,5.91,3,4.97,10.85,4.23,43.72,0
296,20,0,4,23.0,68.61,72.98,85.07,6.24,69.38,68.61,68.77,5.16,3,6.79,13.48,6.55,66.53,1
297,18,1,4,18.62,56.24,58.38,83.38,6.56,54.55,56.5,54.58,6.39,3,5.79,13.18,5.65,55.66,0
298,25,1,3,19.34,54.73,56.49,83.03,6.6,53.62,54.54,51.93,6.58,3,5.82,12.9,5.58,50.41,0
299,18,0,3,22.46,63.62,67.13,82.41,5.91,61.5,61.83,63.81,5.16,3,6.33,13.52,6.21,61.23,1
300,20,0,1,16.68,49.86,56.56,81.77,5.85,46.5,48.41,50.46,4.37,2,5.11,11.38,4.83,46.3,0
301,19,0,2,16.96,48.12,46.5,73.56,4.05,47.58,50.23,48.28,5.01,3,4.85,9.27,4.93,42.35,0
302,21,1,2,21.36,62.11,62.64,80.81,5.59,60.94,61.89,61.07,5.39,3,5.9,12.75,5.73,61.4,1
303,22,1,2,10.73,31.96,35.44,75.09,5.09,31.04,34.08,32.66,5.49,3,3.67,8.41,3.15,33.42,0
304,25,1,3,24.76,68.27,67.47,78.6,4.97,72.76,69.59,72.64,5.75,3,6.84,12.96,6.99,69.09,1
305,25,1,4,17.56,51.73,59.27,85.31,6.77,53.66,51.62,49.21,5.03,3,5.95,12.63,5.42,43.07,0
306,21,1,2,17.72,51.7,53.73,79.01,5.69,48.74,49.96,50.55,5.65,3,4.99,11.04,5.11,44.22,0
307,22,1,4,14.61,39.8,43.46,73.15,5.02,40.8,42.11,42.05,6.25,3,4.72,9.81,3.97,48.65,0
308,19,1,3,11.69,31.89,33.12,71.33,4.16,33.03,33.57,33.89,3.97,2,3.4,6.84,3.12,33.16,0
309,24,1,2,20.5,53.45,49.42,66.99,3.0,57.12,56.81,57.78,4.54,2,4.84,8.27,4.93,54.77,0
310,22,1,3,18.05,51.6,61.88,84.97,6.68,50.57,50.33,54.12,5.42,3,5.91,12.53,5.19,50.28,0
311,23,1,2,13.57,42.77,50.77,82.52,6.56,40.6,40.54,43.07,3.48,2,4.84,11.22,4.19,40.08,0
312,21,1,2,7.86,20.23,24.16,70.35,3.77,20.24,22.75,17.84,3.88,2,2.53,5.78,1.92,26.92,0
313,25,0,3,12.79,35.04,39.3,76.33,5.03,34.22,35.53,34.46,5.41,3,4.09,9.1,3.64,29.22,0
314,17,0,3,12.57,39.01,31.77,66.06,3.03,38.98,37.59,41.41,5.83,3,3.46,6.3,3.54,38.34,0
315,21,1,3,18.66,54.63,53.89,77.53,5.33,54.34,55.3,55.47,7.23,4,5.69,11.74,5.57,59.69,0
316,23,1,2,9.75,27.48,27.01,60.37,2.17,31.78,32.34,30.98,3.84,2,2.41,3.96,2.63,30.47,0
317,24,0,1,15.81,44.92,46.1,74.69,4.88,42.61,43.12,45.6,4.34,2,4.57,9.75,4.31,41.3,0
318,21,1,2,17.97,48.04,42.73,67.99,3.71,49.06,48.7,51.2,6.63,3,4.51,7.71,4.84,38.72,0
319,20,1,2,16.52,48.25,50.19,80.11,6.28,45.9,47.48,46.83,5.76,3,5.19,11.06,4.86,48.3,0
320,21,1,2,17.87,50.75,57.16,79.93,5.72,50.14,55.01,53.63,5.71,3,5.53,11.39,5.51,53.0,0
321,19,0,1,19.15,54.93,63.55,83.97,6.77,55.02,56.07,54.13,5.59,3,6.07,13.37,5.85,51.07,0
322,17,1,2,18.75,53.8,54.48,76.88,4.92,53.71,52.87,53.34,6.86,4,5.73,11.42,5.64,54.02,0
323,24,0,4,14.3,,47.7,82.54,6.47,38.03,41.59,40.53,5.01,3,4.81,11.54,4.21,42.98,0
324,22,0,1,10.31,26.12,30.94,70.21,4.13,28.2,30.99,27.02,3.77,2,3.17,5.92,2.6,32.12,0
325,24,0,3,19.88,49.57,53.59,,4.1,56.65,54.61,56.62,4.52,2,5.05,9.3,5.1,53.27,0
326,20,0,5,8.17,21.86,18.38,62.87,2.77,21.29,22.55,21.71,1.37,1,1.54,3.4,1.48,25.37,0
327,18,0,2,10.2,29.38,31.77,75.68,5.07,28.3,29.41,27.99,5.68,3,3.66,8.58,3.03,29.0,0
328,18,1,3,16.75,45.44,48.44,69.8,3.66,49.51,47.52,49.38,4.91,2,4.24,7.8,4.63,49.32,0
329,21,0,1,15.33,43.52,40.91,68.19,3.52,45.54,45.11,45.22,6.6,3,4.29,8.12,4.13,48.82,0
330,21,1,1,19.67,53.94,54.7,74.59,4.72,53.39,56.63,56.05,5.18,3,5.43,10.4,5.49,50.67,0
331,21,1,1,16.16,44.04,38.11,62.3,2.12,46.14,44.82,44.64,4.75,2,3.56,5.95,3.74,36.08,0
332,25,0,2,13.38,33.14,31.35,65.04,2.82,38.76,36.15,32.33,4.36,2,3.18,5.67,3.25,31.5,0
333,22,0,2,23.32,65.95,68.44,83.24,6.24,67.47,65.27,68.52,4.98,3,6.49,13.5,6.57,67.13,1
334,22,0,1,19.0,57.0,61.22,84.54,6.77,55.4,54.69,53.6,6.53,3,6.06,13.42,5.6,53.19,0
335,18,1,4,15.89,48.08,43.89,69.82,4.27,47.5,47.04,45.21,5.95,3,4.5,8.18,4.4,41.78,0
336,17,0,3,19.0,52.93,55.74,81.06,6.07,50.26,52.72,53.92,6.19,3,5.88,12.37,5.37,61.07,1
337,22,0,3,20.59,55.51,56.09,75.49,4.51,57.23,58.32,57.57,6.95,3,5.77,11.23,5.59,67.62,1
338,24,1,4,17.55,51.76,59.33,86.26,7.21,49.78,50.52,49.82,4.56,2,6.07,13.46,4.99,37.77,0
339,23,1,2,22.12,65.34,65.23,80.82,5.55,66.0,65.14,68.42,4.8,3,6.45,12.22,6.43,63.93,1
340,18,0,1,13.93,39.57,39.44,69.17,4.25,37.75,39.19,39.45,5.08,3,4.08,8.04,3.82,41.96,0
341,21,0,3,17.52,49.76,48.98,70.58,4.09,49.91,52.18,50.91,5.38,3,4.77,9.44,4.5,46.59,0
342,24,0,2,26.09,73.74,80.67,91.27,7.78,72.04,74.13,73.81,6.36,3,8.23,16.86,7.51,71.16,1
343,21,0,3,16.26,45.25,48.35,75.44,5.13,49.14,49.13,44.69,5.72,3,4.82,10.02,4.33,45.79,0
344,20,0,3,11.83,29.15,29.88,66.9,3.5,30.39,31.77,33.81,2.62,1,2.75,5.96,2.84,31.44,0
345,20,0,3,17.52,51.2,51.33,79.16,5.48,50.15,52.74,51.71,4.56,2,5.43,10.59,5.06,46.97,0
346,20,1,4,20.86,60.28,58.43,68.43,3.49,63.01,61.71,62.65,3.33,2,5.3,8.77,5.46,61.89,1
347,19,0,2,18.36,50.47,53.84,81.49,6.5,48.42,51.64,52.67,7.27,4,5.93,12.73,5.43,52.95,0
348,17,1,4,15.41,43.41,50.15,79.54,5.71,43.73,42.89,40.46,5.29,2,4.63,10.32,4.29,44.52,0
349,18,1,5,16.33,42.53,51.22,78.96,5.78,46.71,46.62,45.93,5.87,3,5.36,10.32,4.81,39.05,0
350,22,0,3,11.34,32.75,36.48,78.38,6.49,27.72,33.94,30.36,6.75,3,4.02,10.03,3.27,25.98,0
351,18,1,4,15.02,40.33,43.11,75.38,4.89,38.67,40.34,41.71,5.33,3,4.28,9.04,3.76,25.26,0
352,18,0,2,15.51,43.84,47.78,70.67,4.02,47.25,47.6,49.93,4.38,2,4.38,8.58,4.42,51.21,0
353,20,0,3,16.54,47.96,54.65,80.58,6.46,46.08,46.84,46.73,5.7,3,5.32,11.63,4.86,45.11,0
354,23,0,2,14.24,42.19,43.92,75.57,4.86,40.67,41.75,39.87,1.37,1,4.03,8.28,3.59,42.63,0
355,22,0,1,19.76,52.75,49.13,65.09,2.79,58.19,54.37,56.08,4.5,2,4.51,7.99,4.82,48.74,0
356,18,0,2,11.13,28.73,26.39,63.38,2.66,31.79,33.47,30.54,6.16,3,2.88,5.45,2.99,39.67,0
357,18,1,3,14.88,41.87,43.15,75.52,4.61,40.64,41.95,41.15,4.64,2,4.28,9.46,4.27,36.67,0
358,24,1,1,17.45,48.31,52.69,76.89,4.83,49.61,54.57,51.74,3.45,2,4.63,9.41,4.8,54.12,0
359,20,1,1,19.53,54.37,54.19,73.54,3.77,56.49,55.24,55.23,3.19,2,4.75,9.73,5.13,43.67,0
360,17,1,2,15.11,43.07,51.58,83.67,6.71,40.87,43.66,45.3,5.97,3,5.02,11.78,4.71,46.1,0
361,25,0,2,14.41,40.8,38.64,69.66,4.04,42.0,41.69,42.31,4.23,2,4.21,8.28,3.93,44.29,0
362,21,1,5,24.71,71.85,73.28,81.95,6.25,69.58,71.7,69.35,6.37,3,6.89,13.96,6.87,71.0,1
363,17,1,4,20.31,59.35,59.51,76.69,5.16,61.22,58.36,59.5,4.95,3,5.63,11.59,5.51,58.65,0
364,23,0,2,16.1,41.95,42.33,73.39,4.59,43.31,43.09,41.08,5.06,3,4.28,8.87,4.13,36.37,0
365,25,0,3,19.95,52.85,54.77,76.49,5.22,54.8,55.28,53.99,6.31,3,5.75,12.23,5.26,62.08,1
366,24,0,2,15.48,43.02,47.65,72.3,4.31,43.8,44.08,44.75,2.54,1,4.01,7.95,3.9,45.26,0
367,23,0,4,20.43,58.15,61.53,81.18,5.62,57.47,57.65,56.49,6.6,3,5.86,12.2,5.68,57.54,0
368,17,1,2,4.52,17.48,22.82,77.91,6.09,13.2,17.83,15.89,4.21,2,2.92,7.75,2.08,21.87,0
369,24,1,4,20.5,58.19,54.01,70.11,3.96,58.37,57.88,59.01,5.84,3,5.27,9.14,5.41,53.11,0
370,17,0,1,11.75,33.93,29.68,68.12,4.02,34.88,35.56,34.22,6.75,3,3.78,7.12,3.42,36.82,0
371,24,1,1,14.28,43.79,45.56,76.42,4.94,43.76,44.93,43.72,6.14,3,4.94,9.95,4.64,48.15,0
372,24,1,5,16.99,48.32,52.87,77.05,5.04,52.55,53.59,53.06,5.62,3,5.2,10.77,4.94,47.28,0
373,22,1,5,25.51,73.56,73.13,80.65,5.7,74.56,73.2,74.38,5.95,3,7.09,13.46,7.04,71.78,1
374,22,0,2,20.92,59.7,66.11,85.52,6.86,58.24,61.16,60.54,6.94,4,6.64,14.04,6.34,65.96,1
375,18,1,1,18.13,50.38,50.67,69.31,3.69,54.41,50.54,53.93,6.96,4,4.88,9.81,4.89,56.91,0
376,24,0,4,11.7,30.81,37.29,71.5,4.65,30.84,32.78,33.69,3.6,2,3.46,7.03,3.18,35.86,0
377,20,0,5,16.11,43.58,49.31,74.99,5.21,45.47,45.75,44.38,5.47,3,4.99,10.44,4.75,51.63,0
378,20,1,1,18.74,,59.87,85.42,7.02,52.46,55.89,53.26,5.7,3,6.31,12.93,5.62,52.34,0
379,21,0,3,15.6,44.67,50.43,81.33,6.08,43.79,44.4,44.84,6.34,3,5.24,10.7,4.91,46.69,0
380,23,0,2,10.95,32.99,37.1,75.34,4.92,28.87,35.25,30.93,5.66,3,3.43,8.14,3.35,26.38,0
381,21,1,3,14.28,43.65,50.58,81.4,6.29,43.47,43.24,42.39,5.02,3,4.91,11.35,4.64,45.09,0
382,20,0,3,16.61,45.91,46.13,74.74,4.49,47.53,47.74,46.18,5.04,3,4.58,9.39,4.37,39.84,0
383,23,0,5,10.78,30.53,26.82,62.31,2.39,34.02,32.76,32.95,6.52,3,3.14,5.48,2.91,32.2,0
384,25,0,1,11.92,33.63,32.28,63.73,2.54,33.45,32.27,32.9,2.11,1,2.42,4.03,2.63,31.0,0
385,18,1,4,,38.25,35.49,65.81,2.9,37.3,35.86,36.85,6.79,3,3.71,6.68,3.45,34.79,0
386,25,0,5,20.32,56.8,53.92,75.2,4.61,59.61,57.77,58.85,7.86,4,5.97,11.31,5.6,60.37,1
387,18,1,2,19.4,54.5,56.23,73.84,4.1,54.8,54.88,54.97,2.22,1,4.86,8.91,4.79,61.56,1
388,18,1,3,24.2,64.11,62.23,70.99,3.54,71.4,67.54,69.79,3.37,2,5.74,9.62,5.95,64.0,1
389,18,0,1,21.51,62.7,69.39,92.37,8.47,60.87,64.11,63.99,7.33,4,7.41,16.55,6.94,57.31,0
390,21,0,5,18.94,54.4,55.08,80.38,5.92,54.59,55.07,53.74,6.26,3,5.77,12.42,5.56,52.85,0
391,22,1,3,19.65,57.56,52.77,77.74,5.35,54.01,54.25,53.21,5.33,3,5.67,11.12,5.39,47.65,0
392,21,0,2,16.02,40.26,41.4,68.91,3.59,45.34,42.04,42.79,4.63,2,4.13,7.82,4.13,45.33,0
393,23,0,3,8.7,25.56,24.21,66.8,3.58,23.91,26.52,23.59,3.34,2,2.35,5.44,2.1,21.32,0
394,18,1,3,11.6,34.95,35.35,73.19,4.75,33.54,33.65,34.73,6.48,3,3.84,7.67,3.36,28.36,0
395,25,1,4,18.73,49.47,46.68,67.17,2.95,54.04,54.04,55.78,3.9,2,4.49,7.79,4.51,50.39,0
396,25,1,4,19.31,52.52,53.66,69.99,3.63,57.28,55.22,58.38,4.73,2,5.08,8.76,5.24,47.8,0
397,23,0,4,17.35,49.86,44.98,69.61,3.46,54.0,49.35,50.27,5.22,3,4.72,8.44,4.6,48.83,0
398,17,0,3,10.43,26.87,29.01,66.8,3.44,30.55,27.76,28.91,4.91,3,2.9,5.28,2.67,27.14,0
399,20,0,1,,25.22,32.21,70.36,4.58,25.78,30.9,27.15,4.53,2,3.08,7.4,2.75,29.42,0
400,17,0,2,18.46,53.02,53.45,77.93,5.5,50.29,55.14,54.64,6.6,3,5.8,11.88,5.46,52.9,0
401,17,1,2,15.77,48.09,44.67,71.83,4.2,48.92,47.07,47.46,5.11,3,4.17,8.89,4.23,52.51,0
402,18,0,3,18.47,51.86,53.26,75.08,5.09,52.71,51.01,55.06,5.17,3,5.08,10.02,5.22,56.9,0
403,23,1,3,13.09,35.45,34.82,67.34,3.15,36.62,35.12,35.66,3.05,1,3.0,6.03,3.12,42.6,0
404,20,0,3,22.26,62.33,58.31,70.02,3.81,66.38,62.51,64.66,4.57,2,5.52,10.02,5.72,61.18,1
405,24,1,3,13.72,37.92,43.52,76.94,5.37,36.01,39.76,38.35,4.45,2,4.06,9.43,3.91,40.95,0
406,23,1,3,21.74,57.91,54.97,73.6,4.55,59.28,60.68,60.31,5.68,3,5.28,10.88,5.6,67.17,1
407,18,0,3,12.94,40.52,50.14,84.86,6.5,35.45,41.26,37.89,3.6,2,4.54,10.64,3.76,43.27,0
408,24,1,1,17.14,49.56,52.64,78.49,5.82,48.84,52.99,50.05,5.74,3,5.27,11.26,4.99,56.44,0
409,25,0,5,15.43,42.64,42.67,72.58,4.45,45.72,44.0,43.58,5.04,2,4.09,8.72,4.32,35.48,0
410,22,0,3,16.96,45.13,52.73,79.49,6.35,46.39,45.61,48.01,8.05,4,5.66,12.69,4.88,49.83,0
411,19,1,3,12.67,33.96,32.92,63.42,2.55,37.81,36.59,36.89,4.45,2,2.92,5.68,3.05,35.61,0
412,19,1,2,26.91,73.08,72.79,77.92,5.03,78.17,73.27,74.6,7.63,4,7.27,13.88,7.15,74.5,1
413,17,1,3,23.04,62.05,63.31,75.13,4.79,65.43,63.16,63.84,6.18,3,6.29,11.63,6.36,59.81,0
414,25,1,3,22.04,64.8,63.24,76.75,4.66,65.41,64.79,64.28,4.85,3,5.81,11.69,5.96,70.54,1
415,25,0,4,12.9,34.63,36.29,65.15,2.98,37.0,37.28,36.09,3.95,2,3.34,5.79,3.42,28.86,0
416,17,0,4,11.79,30.77,34.21,,3.79,30.91,32.58,31.66,3.75,2,3.15,6.74,2.76,31.08,0
417,20,1,5,16.28,42.0,40.46,64.58,2.72,46.35,46.49,46.55,5.2,3,3.98,7.48,4.36,43.56,0
418,22,0,4,18.81,49.3,46.61,63.69,2.48,53.56,53.29,54.55,5.41,3,4.45,7.56,4.76,48.07,0
419,20,0,3,20.32,56.02,55.33,71.38,4.05,59.59,58.99,60.17,7.24,4,5.42,9.73,5.56,54.61,0
420,21,1,2,17.2,46.54,47.48,71.55,4.01,50.71,50.85,48.82,4.89,3,4.53,8.68,4.88,54.88,0
421,20,1,4,18.54,54.63,50.99,76.02,5.15,52.74,50.45,52.7,6.16,3,5.45,10.67,5.2,51.13,0
422,17,1,3,12.08,35.69,37.56,71.23,4.17,31.95,33.07,34.39,3.15,2,3.22,6.64,3.3,30.96,0
423,25,0,4,14.67,38.91,39.19,66.83,3.46,44.4,41.87,44.75,3.96,2,3.94,6.96,3.91,43.82,0
424,24,0,2,21.54,64.09,67.09,85.87,6.92,61.97,62.56,62.28,5.83,3,6.79,14.34,6.17,57.35,0
425,21,0,4,11.83,32.42,34.41,71.12,4.13,32.5,33.92,35.03,5.96,3,3.76,7.91,3.44,33.61,0
426,18,1,2,17.51,54.15,61.47,89.51,7.75,49.08,51.32,53.86,5.86,3,6.16,14.42,5.27,57.57,0
427,22,1,2,15.95,46.68,50.35,73.57,4.24,48.46,47.1,48.43,5.24,3,4.42,8.84,4.54,49.69,0
428,24,0,3,15.52,44.57,49.75,77.87,6.01,44.23,46.1,45.96,6.02,3,5.18,10.88,4.72,38.95,0
429,17,0,4,12.05,,32.94,60.71,2.02,34.55,31.04,34.55,2.36,1,2.45,4.4,2.78,34.01,0
430,22,1,3,,44.84,45.13,68.27,3.01,49.8,50.51,48.29,2.46,1,4.0,7.19,4.09,54.43,0
431,17,0,4,18.65,57.78,61.45,90.44,8.09,51.4,55.5,51.1,5.32,3,6.32,14.29,5.84,54.23,0
